employee_id,department,team,job_role,hire_date,exit_date,attrition_flag,performance_rating,last_promotion_date,compensation,engagement_score,overtime_hours_per_month,manager_id
10051,SALES,Enterprise,Senior Sales Specialist,08/03/2019,,No,3.7,2025-11-05,58841.0,3.3,0.0,9014
10439,FINANCE,FP&A,Senior Finance Specialist,2023-09-19,,No,4.8,03/13/2026,75488.0,3.8,3.2,9033
10537,marketing,Brand,Senior Marketing Specialist,2024-08-29,,No,3.8,,67798.0,3.3,0.7,9027
10283,Support,Tier 2,Support Associate,03/22/2025,,No,2.3,09/27/2025,47547.0,2.3,1.5,9027
10357,Support,Tier 1,Support Associate,2023-04-18,,No,3.5,,51923.0,3.3,0.1,9004
10222,Engineering ,Product Eng,Senior Engineering Specialist,13-03-2018,,No,4.3,12-05-2020,114805.0,4.2,0.2,9009
10029,SALES,SMB,Senior Sales Specialist,04-12-2019,,No,3.9,,53737.0,3.5,2.1,9027
10096,Sales,Enterprise,Sales Associate,2021-06-05,,No,3.4,2022-06-24,53734.0,2.9,5.1,9014
10395,FINANCE,FP&A,Senior Finance Specialist,2021-02-07,,No,4.1,,81601.0,2.8,2.3,9033
10247,Support  ,Tier 2,Senior Support Specialist,05/06/2020,,No,4.4,,61173.2,2.8,5.9,9027
10166,Engineering ,Platform,Engineering Associate,17-11-2018,,No,,,,,2.8,9014
10168,engineering,Product Eng,Senior Engineering Specialist,03/11/2025,,No,3.8,,92225.0,2.5,3.9,9009
10066,sales,Mid-Market,Sales Associate,16-06-2018,2021-06-25,Yes,3.5,,57261.0,2.0,0.3,9021
10493,marketing,Growth,Senior Marketing Specialist,2019-06-01,06/17/2024,Yes,4.2,,72876.0,2.1,2.1,9017
10497,Marketing,Brand,Marketing Associate,09/29/2023,,No,1.8,,72865.0,,0.1,9027
10590,Marketing  ,Growth,Marketing Associate,2022-08-28,,No,3.9,,68417.8,3.9,0.5,9017
10121,Engineering ,Platform,Senior Engineering Specialist,01/25/2023,,No,3.9,,125603.0,5.0,0.8,9014
10216,Engineering,Product Eng,Senior Engineering Specialist,2020-05-27,03-05-2024,Yes,4.2,,118535.0,4.2,22.1,9009
10437,FINANCE  ,FP&A,Finance Associate,15-06-2024,,No,4.0,01/29/2025,87951.6,4.3,0.4,9033
10468,FINANCE,Accounting,Finance Associate,12/16/2018,,No,2.5,,67269.0,2.5,0.8,9004
10268,support,Tier 2,Senior Support Specialist,05/03/2022,,No,4.9,,45155.0,3.3,17.6,9027
10325,Support,Tier 2,Senior Support Specialist,2018-09-23,26-01-2024,Yes,4.2,,50459.0,2.6,0.4,9027
10230,engineering,Product Eng,Engineering Associate,06/08/2024,2025-01-28,Yes,2.9,,108593.0,2.9,1.4,9009
10139,engineering,Platform,Engineering Associate,04-01-2019,,No,3.0,,106413.0,3.7,10.6,9014
10302,Support,Tier 1,Support Associate,12/15/2018,06/19/2023,Yes,3.1,25-11-2023,52320.0,3.3,0.9,9004
10276,Support,Tier 2,Support Associate,2021-11-02,,No,3.1,2023-11-06,53403.0,4.8,0.9,9027
10479,Finance,FP&A,Finance Associate,19-03-2021,,No,2.6,03/03/2025,88166.0,2.6,9.0,9033
10550,marketing,Brand,Marketing Associate,11-03-2021,,No,3.5,05-07-2023,70570.0,4.0,1.7,9027
10437,FINANCE,FP&A,Finance Associate,15-06-2024,,No,3.5,01/29/2025,79956.0,4.3,0.4,9033
10587,marketing,Growth,Senior Marketing Specialist,2019-07-19,,No,3.9,2024-02-16,65381.0,3.4,0.8,9017
10482,Marketing,Brand,Marketing Associate,02-10-2022,,No,2.9,,77137.0,4.9,0.8,9027
10560,Marketing,Brand,Marketing Associate,2018-04-10,,No,2.7,,64173.0,2.8,0.1,9027
10381,Finance,FP&A,Senior Finance Specialist,14-09-2018,,No,5.0,,92264.0,2.7,5.0,9033
10239,Engineering,Data Eng,Engineering Associate,13-06-2018,,No,3.3,2020-11-18,107186.0,3.8,3.9,9021
10545,Marketing,Growth,Marketing Associate,26-05-2020,,No,2.9,,62391.0,3.7,2.3,9017
10378,Finance,FP&A,Finance Associate,2018-11-12,,No,3.1,2020-08-07,80723.0,3.3,0.7,9033
10333,Support,Tier 2,Support Associate,07/23/2024,,No,3.4,,48421.0,3.8,2.5,9027
10221,Engineering,Product Eng,Senior Engineering Specialist,04-06-2022,,No,5.0,,117767.0,3.2,5.7,9009
10495,Marketing,Growth,Marketing Associate,09-06-2025,,No,2.8,04/02/2026,68789.0,3.2,2.5,9017
10561,marketing,Growth,Senior Marketing Specialist,04/21/2022,,No,3.7,23-12-2022,66918.0,3.5,25.2,9017
10318,support,Tier 1,Support Associate,2020-08-16,,No,3.2,02/06/2025,53023.0,3.4,10.4,9004
10006,Sales,Enterprise,Sales Associate,01-09-2022,,No,3.5,,56463.0,2.5,5.6,9014
10356,support,Tier 2,Support Associate,2021-08-11,,No,3.4,01/20/2026,52648.0,3.0,0.3,9027
10081,sales,Mid-Market,Senior Sales Specialist,15-01-2018,,No,5.0,,54117.0,2.8,11.5,9021
10588,marketing,Growth,Marketing Associate,04/16/2019,12/06/2019,Yes,3.0,06/30/2023,72603.0,2.6,0.9,9017
10392,FINANCE,FP&A,Finance Associate,20-12-2022,,No,1.8,2024-09-28,77115.0,4.7,1.7,9033
10531,Marketing,Growth,Senior Marketing Specialist,01/07/2020,,No,4.1,,74124.0,2.8,1.9,9017
10092,Sales,Mid-Market,Sales Associate,29-06-2020,,No,1.0,09/09/2024,48531.0,4.7,1.6,9021
10343,support,Tier 2,Senior Support Specialist,2023-05-10,,No,4.0,04/05/2024,60694.0,3.1,1.3,9027
10549,marketing,Brand,Marketing Associate,06/11/2020,,No,,,,,1.0,9027
10509,Marketing,Brand,Senior Marketing Specialist,2018-02-10,,No,4.1,08/13/2025,73193.0,3.2,0.4,9027
10158,Engineering,Data Eng,Engineering Associate,2020-01-13,,No,3.3,,109490.0,3.3,2.4,9021
10450,FINANCE,Accounting,Senior Finance Specialist,08-08-2022,,No,4.7,,94706.0,2.5,3.0,9004
10024,SALES,Enterprise,Senior Sales Specialist,06/16/2022,,No,,14-10-2025,,,25.6,9014
10520,marketing,Growth,Marketing Associate,05/24/2022,,No,1.8,,65873.0,2.7,0.5,9017
10453,Finance,FP&A,Finance Associate,01/03/2024,,No,2.0,2024-07-05,74907.0,2.0,0.0,9033
10516,Marketing,Growth,Senior Marketing Specialist,2024-09-15,,No,4.9,,83906.0,2.9,3.0,9017
10202,Engineering,Product Eng,Engineering Associate,25-02-2018,,No,,05-11-2020,,,3.4,9009
10106,Sales,SMB,Sales Associate,2022-05-16,,No,2.1,2026-06-05,51354.0,3.9,1.3,9027
10442,FINANCE,Accounting,Finance Associate,05-11-2021,,No,2.5,20-08-2022,84570.0,3.3,0.5,9004
10130,Engineering ,Data Eng,Engineering Associate,2022-02-12,,No,3.6,,104505.0,2.9,6.5,9021
10377,FINANCE,Accounting,Senior Finance Specialist,2021-03-23,,No,4.0,,82585.0,3.8,14.7,9004
10213,Engineering ,Data Eng,Senior Engineering Specialist,29-05-2023,13-10-2023,Yes,4.3,,94446.0,3.6,7.5,9021
10098,Sales,SMB,Sales Associate,2025-06-08,,No,2.7,,46350.0,3.8,0.9,9027
10300,support,Tier 2,Support Associate,26-09-2019,,No,2.4,30-12-2024,46102.0,4.5,11.6,9027
10226,Engineering ,Data Eng,Engineering Associate,2018-12-10,,No,3.3,,105127.0,4.3,1.1,9021
10474,FINANCE,Accounting,Senior Finance Specialist,25-02-2020,,No,,2023-12-03,90727.0,,3.5,9004
10157,Engineering,Product Eng,Engineering Associate,06/06/2021,,No,2.8,2024-07-23,109231.0,4.0,12.1,9009
10104,sales,Enterprise,Senior Sales Specialist,2023-11-21,2024-10-26,Yes,3.9,,61225.0,3.2,0.7,9014
10282,Support,Tier 1,Support Associate,2022-01-15,,No,2.8,,56218.0,2.5,10.4,9004
10265,Support  ,Tier 1,Support Associate,2022-12-18,,No,3.9,11-10-2023,56234.2,3.5,0.3,9004
10033,sales,SMB,Sales Associate,22-05-2020,21-10-2024,Yes,3.2,,52767.0,1.6,2.3,9027
10081,sales,Mid-Market,Senior Sales Specialist,15-01-2018,,No,5.0,,54117.0,2.8,11.5,9021
10116,SALES,Mid-Market,Sales Associate,21-05-2022,,No,3.1,23-05-2025,65276.0,3.5,0.9,9021
10399,FINANCE,FP&A,Finance Associate,2024-04-23,05/09/2026,Yes,1.7,11/08/2024,84820.0,3.5,0.5,9033
10077,SALES,SMB,Sales Associate,10/22/2021,,No,3.3,,60726.0,4.9,9.2,9027
10176,Engineering,Data Eng,Engineering Associate,02/09/2018,,No,2.2,2024-11-25,85611.0,2.3,0.6,9021
10394,Finance,FP&A,Finance Associate,01/06/2025,,No,3.5,31-12-2025,82994.0,4.7,0.5,9033
10421,FINANCE,Accounting,Finance Associate,2020-12-17,,No,2.0,,71948.0,2.8,0.2,9004
10261,support,Tier 1,Support Associate,2023-04-05,,No,3.0,,47847.0,2.2,0.3,9004
10428,Finance,Accounting,Finance Associate,04/17/2021,,No,3.4,05-08-2025,75282.0,2.8,2.3,9004
10047,sales,Enterprise,Sales Associate,2022-05-19,08/04/2023,Yes,2.6,2026-02-12,58638.0,3.2,1.7,9014
10595,marketing,Brand,Marketing Associate,12/03/2018,,No,2.9,,69455.0,3.8,4.5,9027
10553,Marketing,Brand,Marketing Associate,19-06-2020,,No,2.9,10/18/2021,70666.0,2.0,2.7,9027
10548,marketing,Brand,Marketing Associate,07/06/2019,,No,2.3,,60525.0,4.4,25.9,9027
10446,Finance,Accounting,Finance Associate,2022-02-06,,No,2.6,,89334.0,3.4,1.4,9004
10527,marketing,Growth,Marketing Associate,02/12/2023,09-09-2024,Yes,2.8,03-09-2025,61051.0,4.5,2.9,9017
10562,marketing  ,Brand,Marketing Associate,15-02-2020,,No,3.9,,93025.9,2.7,0.9,9027
10075,sales,Mid-Market,Sales Associate,04/13/2025,,No,2.4,,50359.0,4.5,10.0,9021
10436,Finance,Accounting,Senior Finance Specialist,01-10-2023,,No,4.3,2025-09-22,78062.0,2.8,1.7,9004
10424,FINANCE,Accounting,Finance Associate,23-07-2021,,No,3.3,20-02-2026,85253.0,2.6,0.3,9004
10186,Engineering,Product Eng,Engineering Associate,2020-05-06,,No,2.2,05/24/2023,104551.0,4.0,9.1,9009
10229,engineering,Platform,Senior Engineering Specialist,17-09-2018,,No,3.7,,128900.0,4.1,0.7,9014
10196,Engineering ,Product Eng,Senior Engineering Specialist,05/03/2019,2020-07-03,Yes,3.8,,104561.0,3.4,1.2,9009
10256,support,Tier 2,Senior Support Specialist,07/24/2021,,No,3.8,,51607.0,3.6,2.9,9027
10475,Finance,Accounting,Senior Finance Specialist,21-01-2022,,No,4.0,,87957.0,2.6,4.9,9004
10178,Engineering,Platform,Senior Engineering Specialist,2023-04-13,,No,4.6,,110660.0,3.1,2.6,9014
10111,Sales,Mid-Market,Sales Associate,01/09/2019,,No,1.3,,47558.0,4.0,9.3,9021
10002,Sales,SMB,Sales Associate,09-05-2020,11/20/2024,Yes,2.8,,52859.0,2.3,1.0,9027
10209,Engineering,Data Eng,Engineering Associate,2022-03-07,,No,3.2,10-06-2024,112167.0,3.3,1.9,9021
10433,Finance,FP&A,Finance Associate,2019-03-20,10/19/2019,Yes,3.0,,71310.0,4.4,0.8,9033
10124,Engineering,Product Eng,Engineering Associate,2021-06-13,,No,2.9,,110229.0,2.7,4.4,9009
10074,SALES,SMB,Sales Associate,03/19/2019,04-10-2025,Yes,3.6,,60967.0,4.3,0.1,9027
10018,Sales,Mid-Market,Senior Sales Specialist,2018-04-25,,No,4.0,,63925.0,4.9,8.4,9021
10586,Marketing  ,Brand,Marketing Associate,07-04-2023,,No,3.8,,90228.6,3.5,0.4,9027
10336,support,Tier 2,Senior Support Specialist,09/17/2020,,No,4.6,,50114.0,2.3,3.4,9027
10263,support,Tier 1,Senior Support Specialist,2023-09-02,,No,4.5,2024-08-27,55624.0,1.8,1.7,9004
10461,FINANCE,FP&A,Senior Finance Specialist,2024-12-04,,No,4.6,,81809.0,4.6,6.3,9033
10072,SALES,Enterprise,Sales Associate,01/31/2024,,No,3.3,,57896.0,3.7,7.5,9014
10401,Finance,Accounting,Senior Finance Specialist,2018-08-26,,No,4.9,02/25/2021,75997.0,3.8,5.5,9004
10515,Marketing,Growth,Marketing Associate,09/13/2019,,No,3.5,,68005.0,3.3,0.2,9017
10167,engineering,Platform,Engineering Associate,2019-01-20,,No,2.0,,111410.0,2.0,4.9,9014
10086,sales,Enterprise,Sales Associate,2021-01-14,,No,3.2,,59399.0,3.3,4.1,9014
10113,Sales,Mid-Market,Senior Sales Specialist,11/19/2023,,No,4.8,2025-03-22,60439.0,2.3,1.6,9021
10011,sales,Mid-Market,Sales Associate,09/14/2023,,No,2.6,,54577.0,3.7,8.5,9021
10237,Engineering ,Product Eng,Senior Engineering Specialist,15-03-2020,,No,3.7,,102491.0,4.0,0.0,9009
10599,Marketing,Growth,Marketing Associate,07/01/2022,,No,3.7,,69170.0,3.7,1.2,9017
10444,Finance,Accounting,Senior Finance Specialist,07-01-2018,,No,4.1,12/08/2023,86831.0,5.0,1.5,9004
10353,support,Tier 1,Senior Support Specialist,2022-11-04,,No,3.9,,56326.0,2.9,0.6,9004
10309,support,Tier 2,Senior Support Specialist,2025-04-14,,No,3.8,11/06/2025,59891.0,4.1,5.2,9027
10002,Sales  ,SMB,Sales Associate,09-05-2020,11/20/2024,Yes,3.3,,58144.9,2.3,1.0,9027
10271,Support,Tier 2,Support Associate,15-04-2023,,No,2.4,16-08-2024,51366.0,3.9,0.3,9027
10035,Sales,SMB,Senior Sales Specialist,09/22/2021,,No,4.7,2024-02-15,62035.0,3.2,2.8,9027
10181,engineering,Data Eng,Senior Engineering Specialist,01/05/2022,,No,3.8,14-06-2026,105136.0,5.0,4.0,9021
10144,Engineering,Product Eng,Senior Engineering Specialist,10/08/2022,2023-10-09,Yes,4.1,05/29/2023,111723.0,5.0,43.7,9009
10059,SALES,Enterprise,Sales Associate,09/03/2020,,No,2.1,,56942.0,3.5,0.7,9014
10163,engineering,Platform,Engineering Associate,08-07-2020,,No,3.7,,123307.0,4.9,15.8,9014
10317,support,Tier 2,Support Associate,21-12-2019,,No,2.0,,47033.0,3.9,29.4,9027
10227,Engineering ,Platform,Engineering Associate,2021-08-24,,No,2.8,,105522.0,4.2,20.4,9014
10579,Marketing,Growth,Marketing Associate,2018-06-29,,No,2.4,07/11/2022,66848.0,3.7,1.0,9017
10200,Engineering ,Platform,Senior Engineering Specialist,2020-11-28,,No,4.8,,115041.0,4.4,1.5,9014
10469,Finance,FP&A,Finance Associate,2021-05-02,,No,2.0,,71482.0,4.2,1.0,9033
10067,sales,Enterprise,Sales Associate,2024-12-01,,No,,,,,0.7,9014
10274,Support,Tier 1,Senior Support Specialist,17-07-2021,,No,4.1,,55661.0,1.9,14.4,9004
10225,Engineering ,Product Eng,Engineering Associate,2021-10-11,,No,3.2,05/06/2024,100878.0,3.7,0.7,9009
10441,FINANCE,FP&A,Finance Associate,05-04-2024,,No,1.9,2026-02-08,78835.0,4.8,4.4,9033
10154,engineering,Data Eng,Engineering Associate,12/09/2022,,No,2.2,12-04-2026,112251.0,3.9,24.0,9021
10559,Marketing,Brand,Marketing Associate,11/17/2019,,No,1.4,18-06-2026,65828.0,2.1,0.3,9027
10529,Marketing,Growth,Marketing Associate,01/07/2023,,No,2.8,17-04-2024,65507.0,4.7,2.0,9017
10447,Finance,FP&A,Senior Finance Specialist,11/19/2020,,No,,,,,2.2,9033
10104,sales  ,Enterprise,Senior Sales Specialist,2023-11-21,2024-10-26,Yes,4.4,,67347.5,3.2,0.7,9014
10583,marketing,Growth,Marketing Associate,11-01-2021,2022-06-30,Yes,2.5,01/17/2026,63726.0,3.1,0.5,9017
10369,FINANCE,Accounting,Senior Finance Specialist,2021-12-22,,No,4.7,,75568.0,3.1,0.9,9004
10456,FINANCE,FP&A,Senior Finance Specialist,10/25/2020,,No,,,,,1.7,9033
10060,SALES,SMB,Senior Sales Specialist,2024-04-14,,No,4.2,,66896.0,3.9,4.1,9027
10204,Engineering,Data Eng,Engineering Associate,13-03-2020,,No,3.6,05/02/2021,119070.0,3.0,0.9,9021
10032,SALES,Mid-Market,Senior Sales Specialist,2022-07-06,10/20/2023,Yes,3.7,,63021.0,3.8,1.7,9021
10224,Engineering,Data Eng,Engineering Associate,2018-04-07,,No,2.4,,106771.0,3.9,0.3,9021
10584,marketing,Growth,Marketing Associate,04-05-2021,,No,3.6,,76931.0,4.3,3.5,9017
10324,Support,Tier 1,Support Associate,07/02/2019,,No,3.6,13-01-2024,54204.0,5.0,0.0,9004
10362,Finance,Accounting,Finance Associate,2019-06-06,,No,2.7,,87003.0,3.6,7.0,9004
10034,Sales,SMB,Senior Sales Specialist,22-12-2023,,No,3.8,2024-12-09,49408.0,4.6,11.2,9027
10123,Engineering ,Platform,Engineering Associate,06/08/2024,,No,2.4,,110196.0,4.7,3.7,9014
10022,sales,Mid-Market,Sales Associate,2021-08-11,,No,3.2,01/11/2024,55348.0,3.2,6.6,9021
10452,Finance,Accounting,Finance Associate,2021-11-18,,No,2.4,08-05-2025,69306.0,,1.2,9004
10087,SALES,Mid-Market,Sales Associate,2022-12-18,,No,2.5,,50713.0,2.5,0.8,9021
10348,support,Tier 1,Senior Support Specialist,2021-08-12,,No,3.9,,54099.0,1.4,5.6,9004
10568,Marketing,Growth,Marketing Associate,2018-01-02,,No,3.7,,60475.0,3.3,1.0,9017
10586,Marketing,Brand,Marketing Associate,07-04-2023,,No,3.3,,82026.0,3.5,0.4,9027
10293,support  ,Tier 2,Senior Support Specialist,2022-06-17,,No,4.9,,60580.3,3.8,10.5,9027
10342,support,Tier 1,Support Associate,07-08-2021,,No,3.2,,57487.0,4.6,1.0,9004
10565,Marketing,Brand,Senior Marketing Specialist,30-03-2019,,No,3.9,,76297.0,4.7,1.3,9027
10065,Sales,Mid-Market,Sales Associate,01-06-2022,,No,1.7,,55556.0,3.2,6.2,9021
10149,engineering,Product Eng,Engineering Associate,2019-05-23,,No,2.8,,97955.0,2.9,2.4,9009
10341,support,Tier 2,Support Associate,05/11/2023,05/27/2026,Yes,2.1,30-10-2025,47064.0,3.4,2.6,9027
10396,FINANCE,FP&A,Senior Finance Specialist,27-10-2022,,No,4.6,,86394.0,3.0,2.9,9033
10574,Marketing,Brand,Marketing Associate,2018-10-27,,No,3.3,,74373.0,4.1,0.2,9027
10522,Marketing,Growth,Marketing Associate,2018-11-21,,No,2.7,,80190.0,5.0,0.4,9017
10410,Finance,Accounting,Finance Associate,04/13/2018,28-09-2023,Yes,3.1,,79506.0,3.6,20.4,9004
10057,Sales,SMB,Sales Associate,2022-06-18,,No,2.2,05-09-2025,61883.0,2.4,9.1,9027
10335,support,Tier 2,Support Associate,12-01-2019,,No,,25-07-2025,,,2.8,9027
10486,Marketing,Brand,Senior Marketing Specialist,2019-11-14,,No,4.5,,78150.0,3.7,0.4,9027
10199,engineering,Product Eng,Engineering Associate,03/18/2024,,No,2.9,04/07/2025,95792.0,3.2,1.5,9009
10236,Engineering ,Platform,Senior Engineering Specialist,04/16/2019,,No,4.6,,113964.0,4.1,2.4,9014
10332,Support,Tier 2,Senior Support Specialist,26-08-2022,,No,3.9,09-09-2025,55040.0,1.8,0.5,9027
10091,sales,SMB,Senior Sales Specialist,02-11-2024,,No,4.5,01/03/2026,56994.0,2.2,1.5,9027
10288,Support,Tier 1,Support Associate,02/08/2025,,No,1.1,,51482.0,5.0,1.0,9004
10464,Finance,FP&A,Finance Associate,10/23/2022,,No,3.5,06/28/2025,94302.0,4.2,2.0,9033
10419,Finance,FP&A,Finance Associate,2019-07-25,,No,3.5,,67974.0,3.4,8.2,9033
10420,FINANCE,FP&A,Finance Associate,24-09-2018,,No,2.0,,78068.0,4.0,4.2,9033
10371,FINANCE,Accounting,Finance Associate,06-01-2024,,No,1.3,2025-11-08,73512.0,4.3,0.6,9004
10023,sales,Enterprise,Sales Associate,2020-11-04,,No,3.4,2024-09-24,58648.0,4.2,0.2,9014
10059,SALES,Enterprise,Sales Associate,09/03/2020,,No,2.1,,56942.0,3.5,0.7,9014
10267,support,Tier 1,Support Associate,13-05-2018,,No,3.3,11-11-2022,50815.0,3.1,5.2,9004
10555,marketing,Growth,Marketing Associate,25-10-2023,,No,3.6,,80853.0,3.0,2.5,9017
10432,Finance,FP&A,Finance Associate,2023-04-01,,No,1.0,,71424.0,3.1,1.4,9033
10093,SALES,SMB,Sales Associate,04-11-2022,,No,2.8,2023-09-28,56636.0,3.4,2.4,9027
10099,Sales,SMB,Sales Associate,08/13/2020,,No,3.0,05/29/2022,58968.0,4.1,1.4,9027
10328,support,Tier 2,Support Associate,08/08/2019,,No,3.2,,52206.0,3.7,4.0,9027
10455,FINANCE,Accounting,Finance Associate,05/30/2020,,No,1.0,,81463.0,1.5,3.5,9004
10308,Support,Tier 1,Support Associate,2021-08-01,,No,2.1,,46555.0,2.9,0.9,9004
10491,Marketing,Growth,Marketing Associate,04-08-2023,03/06/2024,Yes,3.6,2024-08-11,70314.0,5.0,0.6,9017
10007,SALES,Mid-Market,Sales Associate,29-04-2021,,No,3.2,,59054.0,4.5,11.8,9021
10465,FINANCE,Accounting,Finance Associate,24-07-2018,,No,2.3,,66797.0,2.9,2.1,9004
10054,sales,SMB,Sales Associate,2022-10-28,,No,3.7,,61369.0,4.4,4.9,9027
10449,FINANCE,Accounting,Finance Associate,02/25/2022,,No,1.4,02-09-2022,71674.0,3.0,2.6,9004
10339,support,Tier 2,Senior Support Specialist,08/18/2020,,No,4.1,12-07-2023,55006.0,3.0,2.0,9027
10151,engineering,Data Eng,Senior Engineering Specialist,11/21/2020,,No,4.4,,101867.0,1.5,2.5,9021
10108,SALES,Enterprise,Sales Associate,12/17/2021,,No,3.1,,55743.0,5.0,0.6,9014
10326,Support,Tier 1,Support Associate,2021-05-30,,No,2.3,05/16/2026,49686.0,2.8,2.2,9004
10580,marketing  ,Growth,Marketing Associate,08/14/2020,,No,3.4,,71640.8,2.7,2.0,9017
10318,support  ,Tier 1,Support Associate,2020-08-16,,No,3.7,02/06/2025,58325.3,3.4,10.4,9004
10460,FINANCE,FP&A,Finance Associate,2019-01-15,,No,1.8,05/24/2025,79291.0,4.4,4.3,9033
10303,support,Tier 1,Support Associate,08/01/2024,,No,1.6,,46189.0,2.6,7.0,9004
10550,marketing,Brand,Marketing Associate,11-03-2021,,No,3.5,05-07-2023,70570.0,4.0,1.7,9027
10034,Sales  ,SMB,Senior Sales Specialist,22-12-2023,,No,4.3,2024-12-09,54348.8,4.6,11.2,9027
10088,Sales,SMB,Sales Associate,02/17/2025,,No,3.0,11/30/2025,58662.0,4.4,2.5,9027
10599,Marketing,Growth,Marketing Associate,07/01/2022,,No,3.7,,69170.0,3.7,1.2,9017
10409,Finance,FP&A,Senior Finance Specialist,2023-06-04,,No,4.3,05/25/2024,67567.0,4.6,1.6,9033
10180,Engineering,Product Eng,Engineering Associate,2023-04-26,,No,2.1,,96472.0,2.4,1.7,9009
10349,Support,Tier 2,Senior Support Specialist,10-12-2023,,No,4.2,2024-11-27,60764.0,1.9,0.7,9027
10179,Engineering ,Data Eng,Senior Engineering Specialist,26-07-2019,,No,4.2,,111459.0,1.0,2.0,9021
10236,Engineering   ,Platform,Senior Engineering Specialist,04/16/2019,,No,5.0,,125360.4,4.1,2.4,9014
10198,Engineering ,Data Eng,Engineering Associate,06/30/2019,,No,2.8,25-12-2025,131745.0,2.8,3.8,9021
10518,marketing,Growth,Marketing Associate,2019-06-06,,No,1.9,,66435.0,3.1,2.1,9017
10165,engineering,Data Eng,Engineering Associate,18-06-2018,2019-10-13,Yes,2.2,09/29/2021,104980.0,3.1,3.9,9021
10112,SALES,Enterprise,Sales Associate,06/03/2019,,No,3.7,2024-05-05,56348.0,5.0,2.5,9014
10558,marketing,Brand,Marketing Associate,03/24/2024,,No,3.1,02/01/2025,70223.0,4.9,2.4,9027
10150,Engineering,Data Eng,Engineering Associate,2023-05-17,,No,1.4,,94655.0,4.6,5.9,9021
10270,support,Tier 2,Support Associate,10/04/2021,,No,3.2,,44688.0,2.5,5.4,9027
10542,marketing,Brand,Marketing Associate,2022-03-23,28-01-2024,Yes,2.4,,75358.0,3.5,0.9,9027
10367,Finance,FP&A,Senior Finance Specialist,2023-09-18,,No,3.9,,90276.0,3.5,12.8,9033
10365,FINANCE,FP&A,Finance Associate,27-02-2022,,No,2.6,02/15/2023,81310.0,4.5,0.9,9033
10210,Engineering ,Platform,Senior Engineering Specialist,06-04-2019,,No,4.0,01/31/2022,102921.0,2.5,5.2,9014
10315,support,Tier 1,Support Associate,08/07/2021,,No,2.6,04/04/2022,47743.0,3.3,6.9,9004
10544,marketing,Brand,Marketing Associate,06/25/2020,,No,2.8,2023-08-20,73874.0,4.3,0.4,9027
10289,Support,Tier 2,Senior Support Specialist,05/03/2025,,No,4.6,2026-01-03,50694.0,4.0,2.8,9027
10405,FINANCE,FP&A,Finance Associate,2018-11-17,,No,,,,,1.6,9033
10429,Finance,Accounting,Finance Associate,23-08-2019,,No,2.4,,80565.0,2.6,1.9,9004
10373,FINANCE,FP&A,Finance Associate,2019-10-11,,No,2.2,,83809.0,4.1,5.4,9033
10343,support,Tier 2,Senior Support Specialist,2023-05-10,,No,4.0,04/05/2024,60694.0,3.1,1.3,9027
10110,Sales,Enterprise,Sales Associate,2019-01-31,,No,3.3,,54575.0,3.5,5.8,9014
10464,Finance,FP&A,Finance Associate,10/23/2022,,No,3.5,06/28/2025,94302.0,4.2,2.0,9033
10242,support,Tier 2,Support Associate,28-01-2022,29-10-2022,Yes,2.1,,44581.0,1.9,3.1,9027
